date, Generation forecast, System load forecast,OT
2016/8/7 7:00,36226,31086,11.93
2016/8/7 8:00,36938,32594,12.25
2016/8/7 9:00,37419,35434,12.79
2016/8/7 10:00,37195,37963,12.32
2016/8/7 11:00,37360,39567,11.21
2016/8/7 12:00,37537,41828,9.94
2016/8/7 13:00,37108,43139,9.46
2016/8/7 14:00,34100,39642,6.16
2016/8/7 15:00,34338,38325,5.54
2016/8/7 16:00,36070,37463,8.23
2016/8/7 17:00,38062,36551,14.53
2016/8/7 18:00,40927,37154,24.7
2016/8/7 19:00,43282,39155,27.77
2016/8/7 20:00,44264,39928,30.48
2016/8/7 21:00,45202,39439,32.37
2016/8/7 22:00,45365,40699,32.65
2016/8/7 23:00,44097,44494,26.33
2016/8/8 0:00,40384,41970,20.62
2016/8/8 1:00,37754,36654,16.44
2016/8/8 2:00,37064,36133,12.91
2016/8/8 3:00,35745,33265,8.16
2016/8/8 4:00,35225,32318,8.12
2016/8/8 5:00,35371,32744,8.94
2016/8/8 6:00,39823,34985,17.85
2016/8/8 7:00,41586,36434,23.71
2016/8/8 8:00,44240,39725,26.29
2016/8/8 9:00,45126,42564,24.45
2016/8/8 10:00,46235,44679,28.29
2016/8/8 11:00,46844,45560,30.51
2016/8/8 12:00,47232,47469,31.89
2016/8/8 13:00,46685,48325,29.01
2016/8/8 14:00,45650,45858,27.67
2016/8/8 15:00,45225,44922,25.17
2016/8/8 16:00,44759,43946,25.46
2016/8/8 17:00,45919,42887,27.35
2016/8/8 18:00,46549,43144,31.29
2016/8/8 19:00,48125,44705,34.39
2016/8/8 20:00,47957,43596,33.23
2016/8/8 21:00,47938,41866,34
2016/8/8 22:00,48813,42764,33.93
2016/8/8 23:00,47445,46343,31.75
2016/8/9 0:00,45492,43319,23.88
2016/8/9 1:00,42001,38578,23.06
2016/8/9 2:00,41485,38064,22.6
2016/8/9 3:00,40597,35314,20.32
2016/8/9 4:00,40493,33834,19.94
2016/8/9 5:00,40712,34014,22.97
2016/8/9 6:00,43840,36238,28.33
2016/8/9 7:00,46047,37577,32.86
2016/8/9 8:00,47253,40968,34.83
2016/8/9 9:00,48314,43884,35.03
2016/8/9 10:00,48492,45799,34.6
2016/8/9 11:00,48339,46826,34.26
2016/8/9 12:00,48747,48263,33.6
2016/8/9 13:00,49283,49286,32.78
2016/8/9 14:00,48329,47235,30.22
2016/8/9 15:00,47827,45939,27.84
2016/8/9 16:00,47268,44603,25.97
2016/8/9 17:00,47318,43485,28.12
2016/8/9 18:00,47977,43140,30.35
2016/8/9 19:00,48703,44551,32.02
2016/8/9 20:00,48475,43500,30.91
2016/8/9 21:00,48261,41352,30.47
2016/8/9 22:00,48601,42653,29.1
2016/8/9 23:00,48414,46632,26.45
2016/8/10 0:00,45985,43626,23.35
2016/8/10 1:00,43263,38928,23.11
2016/8/10 2:00,42964,37935,22
2016/8/10 3:00,42238,35442,19.99
2016/8/10 4:00,42248,33916,20.19
2016/8/10 5:00,42774,34202,23.18
2016/8/10 6:00,44940,35792,23.09
2016/8/10 7:00,47493,37150,31.05
2016/8/10 8:00,48682,40190,33.95
2016/8/10 9:00,48819,43543,33.5
2016/8/10 10:00,48687,45718,32.01
2016/8/10 11:00,48383,46592,31.87
2016/8/10 12:00,48508,48007,29.66
2016/8/10 13:00,48012,49246,26.91
2016/8/10 14:00,47330,46850,25.43
2016/8/10 15:00,46824,45890,24.51
2016/8/10 16:00,46492,44509,24.31
2016/8/10 17:00,47874,43735,27.33
2016/8/10 18:00,49484,43149,31.48
2016/8/10 19:00,50298,44219,33.68
2016/8/10 20:00,50188,43152,33.72
2016/8/10 21:00,50058,41224,33.93
2016/8/10 22:00,49985,42136,32.93
2016/8/10 23:00,49646,46304,28.65
2016/8/11 0:00,46526,43493,24.23
2016/8/11 1:00,43231,38504,23.01
2016/8/11 2:00,42950,38395,22.72
2016/8/11 3:00,42518,35231,20.49
2016/8/11 4:00,42366,33464,18.57
2016/8/11 5:00,42513,33893,22.77
2016/8/11 6:00,44787,35660,24.24
2016/8/11 7:00,47279,37273,25.55
2016/8/11 8:00,48683,40451,32.77
2016/8/11 9:00,49122,43773,33.07
2016/8/11 10:00,48857,45687,30.86
2016/8/11 11:00,48821,46627,30.48
2016/8/11 12:00,48494,47883,28.57
2016/8/11 13:00,47395,49290,27.17
2016/8/11 14:00,46769,46993,24.99
2016/8/11 15:00,46618,45679,25.62
2016/8/11 16:00,46686,44463,25.69
2016/8/11 17:00,47806,43224,31.4
2016/8/11 18:00,49090,43388,34.37
2016/8/11 19:00,50166,44611,34.95
2016/8/11 20:00,49797,43888,35.11
2016/8/11 21:00,49250,41970,34.82
2016/8/11 22:00,48992,42714,33.87
2016/8/11 23:00,47780,46275,28.82
2016/8/12 0:00,45753,43406,24.07
2016/8/12 1:00,42979,38406,22.97
2016/8/12 2:00,42454,38232,21.05
2016/8/12 3:00,41505,35040,19.9
2016/8/12 4:00,41423,33737,20.05
2016/8/12 5:00,41946,33906,22.98
2016/8/12 6:00,44734,35662,27.93
2016/8/12 7:00,46381,37182,32.55
2016/8/12 8:00,48839,40435,33.8
2016/8/12 9:00,50921,43601,34.04
2016/8/12 10:00,51014,45617,34.91
2016/8/12 11:00,51130,46627,35.25
2016/8/12 12:00,51027,47846,34.95
2016/8/12 13:00,50142,48950,32.1
2016/8/12 14:00,49157,46317,29.5
2016/8/12 15:00,48259,45092,27.12
2016/8/12 16:00,48130,44124,24.2
2016/8/12 17:00,48685,42928,26.9
2016/8/12 18:00,49805,43256,28.09
2016/8/12 19:00,50196,44053,29.06
2016/8/12 20:00,48881,42946,29.13
2016/8/12 21:00,48549,41576,28.99
2016/8/12 22:00,47796,42312,28.34
2016/8/12 23:00,47262,46198,34.74
2016/8/13 0:00,42451,43250,21.7
2016/8/13 1:00,39881,38294,19.97
2016/8/13 2:00,38819,37661,18.09
2016/8/13 3:00,37399,35004,16.89
2016/8/13 4:00,36492,33348,16.1
2016/8/13 5:00,36393,33013,14.46
2016/8/13 6:00,36752,33835,16.08
2016/8/13 7:00,37988,33547,18.05
2016/8/13 8:00,39279,35595,20.06
2016/8/13 9:00,40412,38484,20.1
2016/8/13 10:00,39282,40882,18.73
2016/8/13 11:00,38368,42050,18.13
2016/8/13 12:00,38339,44142,18.02
2016/8/13 13:00,38560,45589,15.26
2016/8/13 14:00,37051,42675,12.59
2016/8/13 15:00,36918,41569,13.02
2016/8/13 16:00,36884,40847,14.71
2016/8/13 17:00,38264,39762,20.09
2016/8/13 18:00,40215,40834,24.72
2016/8/13 19:00,42081,41833,26.88
2016/8/13 20:00,42199,41244,27.7
2016/8/13 21:00,42470,40507,29.08
2016/8/13 22:00,43378,41554,28.31
2016/8/13 23:00,44189,45503,25.73
2016/8/14 0:00,41964,42638,23.44
2016/8/14 1:00,39078,38335,21.18
2016/8/14 2:00,38281,37611,19.7
2016/8/14 3:00,36415,34533,19.03
2016/8/14 4:00,36587,33218,18.05
2016/8/14 5:00,36248,32512,18.08
2016/8/14 6:00,36330,33022,18.06
2016/8/14 7:00,36420,31883,19.25
2016/8/14 8:00,36736,33378,20.01
2016/8/14 9:00,37514,35972,19.07
2016/8/14 10:00,38679,38331,19.74
2016/8/14 11:00,39248,40055,20.49
2016/8/14 12:00,39896,42128,19.47
2016/8/14 13:00,39400,43435,17.41
2016/8/14 14:00,38342,39752,15.96
2016/8/14 15:00,37854,38839,16.57
2016/8/14 16:00,38198,38207,16.09
2016/8/14 17:00,39154,37185,19.98
2016/8/14 18:00,41498,38258,26.75
2016/8/14 19:00,42517,39836,29.57
2016/8/14 20:00,43080,40588,31.56
2016/8/14 21:00,43388,40327,32.3
2016/8/14 22:00,44341,41095,31.56
2016/8/14 23:00,43700,45345,29.35
2016/8/15 0:00,42148,41600,25.15
2016/8/15 1:00,40222,37855,22.94
2016/8/15 2:00,40145,37208,21.61
2016/8/15 3:00,39023,34004,21.01
2016/8/15 4:00,38482,32616,21.5
2016/8/15 5:00,39419,32598,23.29
2016/8/15 6:00,41082,33759,27.21
2016/8/15 7:00,41787,33528,25.94
2016/8/15 8:00,42417,35150,31.71
2016/8/15 9:00,43607,37810,30.59
2016/8/15 10:00,44117,40286,28.65
2016/8/15 11:00,43263,41447,28.32
2016/8/15 12:00,42785,43315,27.02
2016/8/15 13:00,42917,45572,25
2016/8/15 14:00,42099,42505,23.9
2016/8/15 15:00,42239,41074,24.1
2016/8/15 16:00,42312,40353,25.54
2016/8/15 17:00,43986,39207,30.62
2016/8/15 18:00,45066,40150,33.98
2016/8/15 19:00,46454,41940,35.88
2016/8/15 20:00,46277,42824,34.32
2016/8/15 21:00,46136,42574,34.47
2016/8/15 22:00,45997,43159,33.22
2016/8/15 23:00,45761,46628,30.42
2016/8/16 0:00,43083,43947,26.26
2016/8/16 1:00,41030,38797,23.99
2016/8/16 2:00,40603,38583,22.94
2016/8/16 3:00,39480,35555,22.03
2016/8/16 4:00,39046,34322,22.1
2016/8/16 5:00,40321,34994,24.1
2016/8/16 6:00,43545,37596,28.71
2016/8/16 7:00,45093,39418,33.63
2016/8/16 8:00,46495,42849,34.14
2016/8/16 9:00,46808,46028,33.9
2016/8/16 10:00,46363,48061,31.73
2016/8/16 11:00,46750,49145,30.13
2016/8/16 12:00,46596,50746,29.09
2016/8/16 13:00,46559,51901,30.44
2016/8/16 14:00,45828,49638,28.94
2016/8/16 15:00,45758,48974,29.29
2016/8/16 16:00,45777,47969,30.58
2016/8/16 17:00,46740,46888,33.12
2016/8/16 18:00,46652,47082,34.33
2016/8/16 19:00,47553,48056,35.79
2016/8/16 20:00,47764,46749,34.81
2016/8/16 21:00,47273,45558,34.36
2016/8/16 22:00,47112,45798,37.13
2016/8/16 23:00,46322,49397,33.2
2016/8/17 0:00,45040,45724,30.8
2016/8/17 1:00,42387,40508,24.01
2016/8/17 2:00,42128,40370,23.51
2016/8/17 3:00,41137,37003,21.9
2016/8/17 4:00,40804,35588,22.56
2016/8/17 5:00,41097,36071,25.05
2016/8/17 6:00,44127,37749,29.74
2016/8/17 7:00,45249,39523,34.75
2016/8/17 8:00,46206,42712,36.1
2016/8/17 9:00,46612,45861,36
2016/8/17 10:00,46521,47836,34.73
2016/8/17 11:00,46672,48984,34.73
2016/8/17 12:00,47079,50313,36.36
2016/8/17 13:00,46992,51686,35.83
2016/8/17 14:00,46696,49305,34.13
2016/8/17 15:00,46801,48894,34.99
2016/8/17 16:00,46539,47972,36.44
2016/8/17 17:00,47191,46751,35.91
2016/8/17 18:00,47852,46593,37.9
2016/8/17 19:00,48341,47490,38.66
2016/8/17 20:00,47975,45785,36.45
2016/8/17 21:00,47811,44913,36.39
2016/8/17 22:00,47757,44981,38
2016/8/17 23:00,48298,48617,34.82
2016/8/18 0:00,44592,45376,27.03
2016/8/18 1:00,41846,39918,24.12
2016/8/18 2:00,40626,40126,24.2
2016/8/18 3:00,40617,36417,21.83
2016/8/18 4:00,40584,35140,22.49
2016/8/18 5:00,41459,35808,25.05
2016/8/18 6:00,43197,37586,30.26
2016/8/18 7:00,44761,39406,33.79
2016/8/18 8:00,45604,42763,35.67
2016/8/18 9:00,46072,45784,35.33
2016/8/18 10:00,46283,47938,35
2016/8/18 11:00,46540,49156,36.11
2016/8/18 12:00,47062,50421,35.82
2016/8/18 13:00,46313,51677,34.03
2016/8/18 14:00,45748,49657,33.11
2016/8/18 15:00,45744,48757,34.04
2016/8/18 16:00,46399,47987,33.99
2016/8/18 17:00,46470,46697,35.01
2016/8/18 18:00,47990,46634,36.05
2016/8/18 19:00,48632,47352,37.34
2016/8/18 20:00,48319,46130,36.85
2016/8/18 21:00,47869,44876,36.01
2016/8/18 22:00,47141,44718,36.24
2016/8/18 23:00,47880,48188,33.68
2016/8/19 0:00,46071,45028,31.46
2016/8/19 1:00,43260,39658,26.62
2016/8/19 2:00,41542,39506,25
2016/8/19 3:00,40383,36229,23.91
2016/8/19 4:00,39737,34878,24.96
2016/8/19 5:00,41551,35209,26.08
2016/8/19 6:00,44582,37176,32.25
2016/8/19 7:00,44595,38870,36.25
2016/8/19 8:00,45508,41942,37.27
2016/8/19 9:00,46308,45197,40.8
2016/8/19 10:00,46659,47400,38.4
2016/8/19 11:00,46304,48720,38.55
2016/8/19 12:00,46433,50081,37.3
2016/8/19 13:00,45988,51300,36.07
2016/8/19 14:00,44995,49049,35.11
2016/8/19 15:00,44802,48527,33.03
2016/8/19 16:00,44424,47471,31.76
2016/8/19 17:00,45118,46279,34.09
2016/8/19 18:00,46171,45934,36.09
2016/8/19 19:00,47157,46551,36.46
2016/8/19 20:00,45967,45012,34.99
2016/8/19 21:00,45260,43650,34.6
2016/8/19 22:00,45455,44080,37.69
2016/8/19 23:00,47033,47817,35.05
2016/8/20 0:00,44752,45094,26.54
2016/8/20 1:00,40514,39534,25.04
2016/8/20 2:00,38994,38756,23.31
2016/8/20 3:00,38043,35414,22.81
2016/8/20 4:00,37466,33788,22.32
2016/8/20 5:00,37602,33342,22.02
2016/8/20 6:00,38137,34071,22.44
2016/8/20 7:00,39609,33947,23.08
2016/8/20 8:00,41245,35897,26.94
2016/8/20 9:00,42401,39170,29.03
2016/8/20 10:00,42621,42012,25.79
2016/8/20 11:00,42023,43368,24.22
2016/8/20 12:00,42033,45142,23.12
2016/8/20 13:00,40601,46461,22.09
2016/8/20 14:00,39535,43713,21.71
2016/8/20 15:00,39871,42735,22
2016/8/20 16:00,40396,41562,20.95
2016/8/20 17:00,42206,39908,22.73
2016/8/20 18:00,43274,40750,26.99
2016/8/20 19:00,43746,41426,29.34
2016/8/20 20:00,43602,40739,30
2016/8/20 21:00,43815,40005,30.38
2016/8/20 22:00,43895,40253,29.11
2016/8/20 23:00,43041,44196,27.08
2016/8/21 0:00,40551,42122,18.51
2016/8/21 1:00,38692,37478,15.01
2016/8/21 2:00,38238,36835,12.13
2016/8/21 3:00,35826,33427,9.72
2016/8/21 4:00,35025,31443,9.83
2016/8/21 5:00,34725,30806,9.74
2016/8/21 6:00,34535,31044,9.62
2016/8/21 7:00,34068,29749,9.13
2016/8/21 8:00,35337,31444,11.34
2016/8/21 9:00,36055,34513,11.55
2016/8/21 10:00,36039,37335,11.59
2016/8/21 11:00,37146,39031,12.95
2016/8/21 12:00,37146,41051,12.9
2016/8/21 13:00,35223,42482,10.93
2016/8/21 14:00,34675,38916,9.32
2016/8/21 15:00,34376,37490,9.58
2016/8/21 16:00,33176,36390,8.21
2016/8/21 17:00,35465,35240,10.86
2016/8/21 18:00,39836,36041,22.04
2016/8/21 19:00,42715,37820,28.13
2016/8/21 20:00,43039,39118,30.74
2016/8/21 21:00,43512,39082,31.9
2016/8/21 22:00,43839,39398,30.59
2016/8/21 23:00,44177,43663,29.76
2016/8/22 0:00,40794,40875,20.68
2016/8/22 1:00,39086,35990,19.04
2016/8/22 2:00,37848,35582,18.78
2016/8/22 3:00,37890,32797,17.5
2016/8/22 4:00,37831,31647,18.07
2016/8/22 5:00,38344,32190,20.81
2016/8/22 6:00,41800,34908,26.82
2016/8/22 7:00,45043,37532,31.42
2016/8/22 8:00,46458,41168,34.41
2016/8/22 9:00,46636,45120,35.1
2016/8/22 10:00,46930,47807,34
2016/8/22 11:00,47749,48522,34.01
2016/8/22 12:00,47719,49992,34.5
2016/8/22 13:00,47035,51011,34.04
2016/8/22 14:00,47097,49508,34
2016/8/22 15:00,47261,48209,33.87
2016/8/22 16:00,47574,47097,33.86
2016/8/22 17:00,47713,45368,32.9
2016/8/22 18:00,47904,45281,36.59
2016/8/22 19:00,48873,46815,37.71
2016/8/22 20:00,48765,46159,38
2016/8/22 21:00,48625,45205,36.03
2016/8/22 22:00,48350,43730,35.78
2016/8/22 23:00,48658,47054,33.18
2016/8/23 0:00,45251,43981,29.56
2016/8/23 1:00,42548,39338,22.49
2016/8/23 2:00,41342,39251,21.62
2016/8/23 3:00,41123,36072,20.29
2016/8/23 4:00,40866,34975,22.01
2016/8/23 5:00,41836,35405,23.52
2016/8/23 6:00,44954,38030,30.56
2016/8/23 7:00,46908,40404,35.24
2016/8/23 8:00,47843,43926,37.31
2016/8/23 9:00,47991,47476,37.95
2016/8/23 10:00,48213,49725,36.84
2016/8/23 11:00,48446,51074,38
2016/8/23 12:00,48528,52674,36.6
2016/8/23 13:00,48502,53337,36
2016/8/23 14:00,47670,51574,35.78
2016/8/23 15:00,47661,51155,33.8
2016/8/23 16:00,47976,50110,34.63
2016/8/23 17:00,47524,48850,38
2016/8/23 18:00,48850,48401,40.2
2016/8/23 19:00,49672,49856,41.6
2016/8/23 20:00,49852,48321,42
2016/8/23 21:00,49323,47789,38.92
2016/8/23 22:00,48326,46628,37.28
2016/8/23 23:00,47918,50114,33.47
2016/8/24 0:00,45965,46515,29.54
2016/8/24 1:00,43210,41861,23.9
2016/8/24 2:00,42467,41533,22.82
2016/8/24 3:00,40761,38417,22.24
2016/8/24 4:00,41280,37221,22.25
2016/8/24 5:00,41900,37458,24.23
2016/8/24 6:00,44874,39974,30.85
2016/8/24 7:00,47019,42810,34.9
2016/8/24 8:00,48056,45951,36.02
2016/8/24 9:00,49151,49355,36.85
2016/8/24 10:00,49250,51629,36.6
2016/8/24 11:00,49485,52862,37
2016/8/24 12:00,49639,54629,36.9
2016/8/24 13:00,49498,55673,36.5
2016/8/24 14:00,49128,53467,36.9
2016/8/24 15:00,48782,53219,35.42
2016/8/24 16:00,48812,52117,35.97
2016/8/24 17:00,49389,50774,39.46
2016/8/24 18:00,49702,50517,41.63
2016/8/24 19:00,50024,51395,42
2016/8/24 20:00,49946,49459,43
2016/8/24 21:00,49758,49470,41.33
2016/8/24 22:00,49345,48206,39
2016/8/24 23:00,48825,51414,35.82
2016/8/25 0:00,46821,48016,30.33
2016/8/25 1:00,44150,42931,27.5
2016/8/25 2:00,42964,42907,23.25
2016/8/25 3:00,40988,39344,21.16
2016/8/25 4:00,41763,38288,21.45
2016/8/25 5:00,42294,39042,23.3
2016/8/25 6:00,45224,41200,30.33
2016/8/25 7:00,46956,44397,34.2
2016/8/25 8:00,48622,47687,35.78
2016/8/25 9:00,49306,51000,37.25
2016/8/25 10:00,49916,53431,37.28
2016/8/25 11:00,50766,55241,38.09
2016/8/25 12:00,50747,56739,37.51
2016/8/25 13:00,50423,57777,37.98
2016/8/25 14:00,50262,55566,37.3
2016/8/25 15:00,50197,55294,37.25
2016/8/25 16:00,49956,54314,37.61
2016/8/25 17:00,50322,53269,39.71
2016/8/25 18:00,50868,52835,40.53
2016/8/25 19:00,50323,53629,41
2016/8/25 20:00,50475,51610,41.5
2016/8/25 21:00,50661,51390,39.78
2016/8/25 22:00,50712,50184,38.2
2016/8/25 23:00,49992,53412,35.97
2016/8/26 0:00,47700,49473,35.97
2016/8/26 1:00,45086,43648,30.05
2016/8/26 2:00,44018,43735,27.85
2016/8/26 3:00,42302,40119,22.78
2016/8/26 4:00,41354,39060,21.25
2016/8/26 5:00,43264,39360,23.26
2016/8/26 6:00,45179,41983,29.72
2016/8/26 7:00,47507,44721,34.86
2016/8/26 8:00,49511,47983,39.3
2016/8/26 9:00,50723,51627,44.02
2016/8/26 10:00,51346,53890,44.53
2016/8/26 11:00,51499,55502,43.12
2016/8/26 12:00,51172,56840,42.42
2016/8/26 13:00,50744,57702,40
2016/8/26 14:00,49773,55165,38.8
2016/8/26 15:00,49528,54606,37.44
2016/8/26 16:00,49212,53237,36.02
2016/8/26 17:00,49270,52064,39.01
2016/8/26 18:00,50394,51970,42
2016/8/26 19:00,50525,52457,44
2016/8/26 20:00,49974,49984,43.87
2016/8/26 21:00,49700,50120,41.62
2016/8/26 22:00,48452,48705,42.33
2016/8/26 23:00,47384,52366,40.82
2016/8/27 0:00,45412,48842,35.94
2016/8/27 1:00,42112,42440,26.77
2016/8/27 2:00,40088,42301,28.07
2016/8/27 3:00,37734,38321,27.18
2016/8/27 4:00,36774,36912,24.78
2016/8/27 5:00,36609,36262,23.18
2016/8/27 6:00,36974,37182,25.28
2016/8/27 7:00,38614,37225,26.84
2016/8/27 8:00,40329,39031,29.5
2016/8/27 9:00,41232,42613,30.57
2016/8/27 10:00,41689,45534,33.2
2016/8/27 11:00,42461,47282,35.83
2016/8/27 12:00,42652,49069,36.5
2016/8/27 13:00,42432,50881,34.22
2016/8/27 14:00,41273,47884,31.8
2016/8/27 15:00,40717,47317,31.91
2016/8/27 16:00,40310,45874,30.89
2016/8/27 17:00,41178,44955,35
2016/8/27 18:00,42636,45807,37.91
2016/8/27 19:00,43421,46520,41
2016/8/27 20:00,43650,45083,41.27
2016/8/27 21:00,43959,46047,41.66
2016/8/27 22:00,44204,45119,40
2016/8/27 23:00,45006,49199,36.5
2016/8/28 0:00,44304,46439,37.24
2016/8/28 1:00,42050,40970,36.38
2016/8/28 2:00,41624,40599,33
2016/8/28 3:00,38135,36513,26.83
2016/8/28 4:00,37186,35173,22.21
2016/8/28 5:00,36904,34289,19.83
2016/8/28 6:00,36874,34587,20.48
2016/8/28 7:00,37512,33742,20.18
2016/8/28 8:00,37912,34806,22.07
2016/8/28 9:00,38772,37929,24.24
2016/8/28 10:00,39649,40886,22.39
2016/8/28 11:00,40565,43258,22.38
2016/8/28 12:00,41889,45492,26.49
2016/8/28 13:00,41142,47531,23.27
2016/8/28 14:00,39111,43697,26.52
2016/8/28 15:00,38755,42918,24.94
2016/8/28 16:00,38218,41756,18.15
2016/8/28 17:00,38897,40739,22.26
2016/8/28 18:00,41827,41746,29.01
2016/8/28 19:00,42764,42779,32.95
2016/8/28 20:00,43179,43086,33.92
2016/8/28 21:00,43927,45019,36.99
2016/8/28 22:00,44324,44708,41
2016/8/28 23:00,45417,48286,38
2016/8/29 0:00,42025,45333,39.96
2016/8/29 1:00,40029,39876,31.16
2016/8/29 2:00,38871,39692,28.47
2016/8/29 3:00,37514,36058,22.46
2016/8/29 4:00,37413,35040,22.61
2016/8/29 5:00,39032,35983,30.4
2016/8/29 6:00,42963,38708,36.66
2016/8/29 7:00,44176,42187,40.26
2016/8/29 8:00,45105,45767,42.11
2016/8/29 9:00,46361,49407,44.19
2016/8/29 10:00,46945,51608,47.12
2016/8/29 11:00,47212,53154,46.6
2016/8/29 12:00,47085,54622,46.5
2016/8/29 13:00,47774,55868,46.19
2016/8/29 14:00,47275,54149,45.46
2016/8/29 15:00,46995,53533,44.69
2016/8/29 16:00,47038,52276,42.69
2016/8/29 17:00,47379,50727,43.35
2016/8/29 18:00,47434,50366,44.41
2016/8/29 19:00,48622,51105,48.29
2016/8/29 20:00,48362,49394,47.87
2016/8/29 21:00,48629,49350,45.89
2016/8/29 22:00,48129,47615,43.52
2016/8/29 23:00,47482,50705,40
2016/8/30 0:00,46361,47719,36.42
2016/8/30 1:00,43716,42388,31.38
2016/8/30 2:00,42074,42214,27.09
2016/8/30 3:00,39537,38641,23.9
2016/8/30 4:00,40759,37383,22.74
2016/8/30 5:00,42537,37515,25.38
2016/8/30 6:00,45314,40146,33.82
2016/8/30 7:00,46196,43566,40.59
2016/8/30 8:00,47749,46791,43.82
2016/8/30 9:00,48666,50070,47.85
2016/8/30 10:00,49866,52052,47.19
2016/8/30 11:00,50291,53590,47.47
2016/8/30 12:00,50263,55028,45.61
2016/8/30 13:00,50023,55705,45.79
2016/8/30 14:00,49663,54257,44.69
2016/8/30 15:00,48684,53256,39.03
2016/8/30 16:00,48398,52369,39.51
2016/8/30 17:00,48902,50601,45
2016/8/30 18:00,49486,50301,47.05
2016/8/30 19:00,49874,51372,47.69
2016/8/30 20:00,49315,49566,46.3
2016/8/30 21:00,49409,49256,46.69
2016/8/30 22:00,47912,47522,43
2016/8/30 23:00,47913,50595,39
2016/8/31 0:00,46695,47429,30.7
2016/8/31 1:00,43833,42259,25.36
2016/8/31 2:00,43368,41361,24.96
2016/8/31 3:00,42135,38752,22.77
2016/8/31 4:00,41714,37282,22.79
2016/8/31 5:00,42488,37799,26.74
2016/8/31 6:00,45101,40346,33.8
2016/8/31 7:00,46464,44136,40.75
2016/8/31 8:00,48174,47294,44
2016/8/31 9:00,49273,50321,46.69
2016/8/31 10:00,49691,52660,46.6
2016/8/31 11:00,49523,53731,43.61
2016/8/31 12:00,49079,55251,43.01
2016/8/31 13:00,49178,55903,41.6
2016/8/31 14:00,48474,54602,40.74
2016/8/31 15:00,47861,53637,39.14
2016/8/31 16:00,47455,52188,38
2016/8/31 17:00,48079,50862,38.66
2016/8/31 18:00,48993,50441,44.35
2016/8/31 19:00,49371,51870,45.66
2016/8/31 20:00,48961,50205,45.65
2016/8/31 21:00,49125,50578,45.82
2016/8/31 22:00,48221,47560,43
2016/8/31 23:00,47371,50619,38.06
2016/9/1 0:00,45707,47540,37.76
2016/9/1 1:00,42890,42383,32.19
2016/9/1 2:00,42528,42062,25.96
2016/9/1 3:00,40738,39242,22.98
2016/9/1 4:00,40616,38071,23.59
2016/9/1 5:00,41378,38585,28.63
2016/9/1 6:00,43228,41370,34.27
2016/9/1 7:00,46248,45716,44.4
2016/9/1 8:00,48311,48786,44.92
2016/9/1 9:00,49712,51645,46.7
2016/9/1 10:00,50504,53435,46.7
2016/9/1 11:00,50062,54375,45.69
2016/9/1 12:00,49942,55800,45.09
2016/9/1 13:00,49585,56328,42.69
2016/9/1 14:00,49354,54960,40.73
2016/9/1 15:00,48328,54082,41
2016/9/1 16:00,48273,53100,41.08
2016/9/1 17:00,48133,51740,45.22
2016/9/1 18:00,49230,51446,45.69
2016/9/1 19:00,50234,52337,45.76
2016/9/1 20:00,50070,50909,46.74
2016/9/1 21:00,50228,50951,47.19
2016/9/1 22:00,48935,48203,43.05
2016/9/1 23:00,47801,51731,38.03
2016/9/2 0:00,45796,48133,30.66
2016/9/2 1:00,42771,43073,26.79
2016/9/2 2:00,41785,42668,25.45
2016/9/2 3:00,41056,39902,22.92
2016/9/2 4:00,40764,38552,23.12
2016/9/2 5:00,41250,39150,26.29
2016/9/2 6:00,44109,41889,33.2
2016/9/2 7:00,46826,46427,39.95
2016/9/2 8:00,48449,49506,40.5
2016/9/2 9:00,49607,52275,45.08
2016/9/2 10:00,50426,53856,46.35
2016/9/2 11:00,50787,54758,46.89
2016/9/2 12:00,50372,55919,47.19
2016/9/2 13:00,49996,56915,46.2
2016/9/2 14:00,49081,55155,46.03
2016/9/2 15:00,48461,54159,40.59
2016/9/2 16:00,47792,52726,36.34
2016/9/2 17:00,48073,51250,37.19
2016/9/2 18:00,49865,51004,41.18
2016/9/2 19:00,50458,51315,40.4
2016/9/2 20:00,49599,49609,39.42
2016/9/2 21:00,49806,50346,39.04
2016/9/2 22:00,48234,47914,37.87
2016/9/2 23:00,47542,51784,32.6
2016/9/3 0:00,45467,47957,40.56
2016/9/3 1:00,42521,42295,35.85
2016/9/3 2:00,41373,41479,28.87
2016/9/3 3:00,40032,38456,24.91
2016/9/3 4:00,39212,36601,24.02
2016/9/3 5:00,39088,36180,24.92
2016/9/3 6:00,39512,37215,27.3
2016/9/3 7:00,40877,38051,30.09
2016/9/3 8:00,42696,39402,32.95
2016/9/3 9:00,43645,42903,36.08
2016/9/3 10:00,43831,45900,36.39
2016/9/3 11:00,44481,46647,34.93
2016/9/3 12:00,45005,48759,34.92
2016/9/3 13:00,44336,50404,32.13
2016/9/3 14:00,44072,47107,31.57
2016/9/3 15:00,43610,46154,29.74
2016/9/3 16:00,43551,44777,27.18
2016/9/3 17:00,43453,43747,30.56
2016/9/3 18:00,45142,44450,34.45
2016/9/3 19:00,46089,45394,37.71
2016/9/3 20:00,46107,44880,38.56
2016/9/3 21:00,46332,45800,37.86
2016/9/3 22:00,45731,43801,33.14
2016/9/3 23:00,46238,47811,29.94
2016/9/4 0:00,44949,45269,38.02
2016/9/4 1:00,41423,40037,25.38
2016/9/4 2:00,40298,39267,23.09
2016/9/4 3:00,39188,36236,22.04
